battery,exec_timestamp,planning_timestamp,task
73,1636212704999,1636212663685,"dummy"
73,1636212739086,1636212701943,"dummy"
73,1636215938168,1636212738920,"dummy"
73,1636215999389,1636215938114,"dummy"
72,1636216040015,1636215999332,"dummy"
72,1636216120548,1636216039906,"dummy"
72,1636216187574,1636216120533,"dummy"
72,1636216213817,1636216187566,"dummy"
72,1636216303537,1636216213609,"dummy"
72,1636216333560,1636216303518,"dummy"
72,1636216393516,1636216333545,"dummy"
72,1636216488545,1636216393508,"dummy"
72,1636216513526,1636216488526,"dummy"
72,1636216573518,1636216513507,"dummy"
72,1636216632773,1636216573509,"dummy"
72,1636216693536,1636216632764,"dummy"
72,1636216753531,1636216693523,"dummy"
72,1636216813517,1636216753506,"dummy"
72,1636216873517,1636216813508,"dummy"
72,1636216933523,1636216873508,"dummy"
72,1636216993537,1636216933510,"dummy"
72,1636217094606,1636216993519,"dummy"
72,1636217112808,1636217094597,"dummy"
72,1636217172653,1636217112800,"dummy"
72,1636217232666,1636217172645,"dummy"
72,1636217293542,1636217232658,"dummy"
72,1636217353524,1636217293524,"dummy"
72,1636217413526,1636217353510,"dummy"
72,1636217473519,1636217413509,"dummy"
72,1636217533519,1636217473507,"dummy"
72,1636217593538,1636217533508,"dummy"
72,1636217653530,1636217593531,"dummy"
72,1636217713522,1636217653510,"dummy"
72,1636217773520,1636217713509,"dummy"
72,1636217833521,1636217773511,"dummy"
72,1636217893570,1636217833508,"dummy"
72,1636217953525,1636217893518,"dummy"
72,1636218013518,1636217953506,"dummy"
72,1636218073523,1636218013509,"dummy"
72,1636218133521,1636218073508,"dummy"
72,1636218192695,1636218133506,"dummy"
72,1636218253537,1636218192687,"dummy"
72,1636218313519,1636218253525,"dummy"
72,1636218372937,1636218313508,"dummy"
72,1636218433578,1636218372804,"dummy"
72,1636218493526,1636218433565,"dummy"
72,1636218552678,1636218493508,"dummy"
72,1636218613540,1636218552670,"dummy"
72,1636218672614,1636218613528,"dummy"
72,1636218733529,1636218672589,"dummy"
72,1636218793517,1636218733510,"dummy"
72,1636218853517,1636218793509,"dummy"
72,1636218913522,1636218853508,"dummy"
72,1636218973518,1636218913509,"dummy"
72,1636219033542,1636218973511,"dummy"
72,1636219092685,1636219033534,"dummy"
72,1636219153548,1636219092676,"dummy"
72,1636219213518,1636219153529,"dummy"
72,1636219273550,1636219213509,"dummy"
72,1636219333518,1636219273510,"dummy"
72,1636219392645,1636219333508,"dummy"
72,1636219453558,1636219392636,"dummy"
72,1636219513517,1636219453539,"dummy"
72,1636219573516,1636219513508,"dummy"
72,1636219639579,1636219573507,"dummy"
72,1636219693537,1636219639572,"dummy"
72,1636219753521,1636219693522,"dummy"
72,1636219813516,1636219753509,"dummy"
72,1636219913608,1636219813507,"dummy"
72,1636219939799,1636219913599,"dummy"
72,1636222736679,1636219939759,"dummy"
72,1636229524619,1636222736670,"dummy"
71,1636229564806,1636229524608,"dummy"
71,1636243427571,1636229564741,"dummy"
71,1636243453229,1636243427547,"dummy"
69,1636264967541,1636243453089,"dummy"
68,1636286022822,1636264967523,"dummy"
67,1636286059757,1636286022691,"dummy"
66,1636286131347,1636286059507,"dummy"
65,1636289189915,1636286131332,"dummy"
65,1636289260608,1636289187134,"dummy"
65,1636289293621,1636289260599,"dummy"
65,1636289367638,1636289293550,"dummy"
65,1636289425660,1636289367628,"dummy"
65,1636289473585,1636289425653,"dummy"
65,1636289533523,1636289473538,"dummy"
65,1636289593519,1636289533510,"dummy"
65,1636289667644,1636289593509,"dummy"
64,1636289712829,1636289667635,"dummy"
64,1636289814593,1636289712817,"dummy"
64,1636289833519,1636289814585,"dummy"
64,1636289893524,1636289833507,"dummy"
64,1636289952651,1636289893512,"dummy"
64,1636290013545,1636289952645,"dummy"
64,1636290073521,1636290013532,"dummy"
64,1636290160627,1636290073508,"dummy"
64,1636290192636,1636290160617,"dummy"
64,1636290253552,1636290192613,"dummy"
64,1636290312667,1636290253535,"dummy"
64,1636290373604,1636290312656,"dummy"
64,1636290432799,1636290373579,"dummy"
64,1636290533583,1636290432790,"dummy"
64,1636290553109,1636290533576,"dummy"
64,1636290612651,1636290553074,"dummy"
64,1636290673546,1636290612642,"dummy"
64,1636290733517,1636290673529,"dummy"
64,1636290793538,1636290733508,"dummy"
64,1636290853515,1636290793531,"dummy"
64,1636290913517,1636290853505,"dummy"
64,1636290973517,1636290913506,"dummy"
64,1636291033518,1636290973506,"dummy"
64,1636291093520,1636291033507,"dummy"
64,1636291153525,1636291093509,"dummy"
64,1636291213519,1636291153512,"dummy"
64,1636291274573,1636291213510,"dummy"
64,1636291333525,1636291274524,"dummy"
64,1636291393544,1636291333442,"dummy"
64,1636291453521,1636291393530,"dummy"
64,1636291513522,1636291453511,"dummy"
64,1636291572682,1636291513508,"dummy"
64,1636291632690,1636291572674,"dummy"
64,1636291693539,1636291632681,"dummy"
64,1636291753519,1636291693527,"dummy"
64,1636291813516,1636291753509,"dummy"
64,1636291873550,1636291813507,"dummy"
64,1636291933517,1636291873541,"dummy"
64,1636291993517,1636291933508,"dummy"
64,1636292053515,1636291993506,"dummy"
64,1636292113518,1636292053506,"dummy"
64,1636292173518,1636292113507,"dummy"
64,1636292233514,1636292173509,"dummy"
64,1636292325615,1636292233507,"dummy"
64,1636292352671,1636292325605,"dummy"
64,1636292412800,1636292352662,"dummy"
64,1636292473545,1636292412791,"dummy"
64,1636292533520,1636292473525,"dummy"
64,1636292593518,1636292533509,"dummy"
64,1636292652797,1636292593508,"dummy"
64,1636292713547,1636292652789,"dummy"
64,1636292773519,1636292713526,"dummy"
64,1636292832657,1636292773509,"dummy"
64,1636292893545,1636292832648,"dummy"
64,1636292953518,1636292893530,"dummy"
64,1636293013518,1636292953507,"dummy"
64,1636293073517,1636293013508,"dummy"
64,1636293133518,1636293073507,"dummy"
64,1636293193517,1636293133505,"dummy"
64,1636293269519,1636293193507,"dummy"
64,1636293312626,1636293269508,"dummy"
64,1636296451627,1636293312614,"dummy"
64,1636303673546,1636296451618,"dummy"
64,1636303693799,1636303673523,"dummy"
63,1636318080586,1636303692799,"dummy"
63,1636318093100,1636318080547,"dummy"
63,1636325616547,1636318092798,"dummy"
63,1636325652709,1636325616531,"dummy"
63,1636325712692,1636325652699,"dummy"
63,1636325773546,1636325712682,"dummy"
62,1636325857659,1636325773515,"dummy"
62,1636325893518,1636325857644,"dummy"
